date	business_id	review_id	user_id	stars	funny	cool	useful	text	name	address	city	state	postal_code	review_count	is_open	categories	longitude	latitude
2016-10-15T00:06:12Z	Uc2PqdAPWPMxe6_YHB4wHQ	HTMfvHHAG7nqzsziUkXfig	Kh-7Egb6cOskOaTht2TvGw	2	0	0	1	The service was slow bad and just unfriendly don't go here. I sat for 49 minutes just waiting for my food.	Wendy's	1703 S. Braddock Ave	Swissvale	PA	15218	13	1	Restaurants, Fast Food, Burgers	-79.8883623271	40.42523807
2012-05-30T15:42:08Z	grZ6FnfZoj1pQWElAQve3g	DwC83r9nBAHbjbHad3v0qg	6uJbsF_YaXqnffQpLTW47A	2	0	0	0	"Pretty interior, spiffy soda fountain,  Worst. Service. Ever. 

 I've had multiple problems with the crew in this store since they re-opened, but yesterday evening took the cake.  I went in to pick up some last minute food for the family and was immediately suspicious when I saw half a dozen people milling about unhappily at the food pickup location, an no one giving them food.  When I questioned the cashier about the delay, another customer actually came back and demanded a refund because she couldn't wait any longer.  When I noticed that half of the crew seemed to be sitting in the dining room watching TV. 
  
 I've been to this store frequently and there is definitely a pattern or very very poor and incompetent service. Almost every order I've placed had something forgotten or incorrect. There are always crewmembers milling around doing nothing, playing with the TV or in case, rapping behind the counter.

 I've just had it with this store, I plan on avoiding it until the get some people actually interested in serving their customers, and I would strongly advise others to do the same.  At this point I wouldn't even trust the food that comes out of their kitchen.

UPDATE:   I was able to reach a regional manager via email, and he replied briefly that it was a situation that was being addressed.  In the last month, I have been there 2 or 3 times with simple take-out orders and everything seemed to go fine. Got what I ordered in a reasonable amount of time and everyone on the crew were if not working, not blatantly goofing off. So added a Star to the rating, even though I'm still kind of leary."	Wendy's	2410 W. Liberty	Pittsburgh	PA	15226	22	1	Fast Food, Restaurants, Burgers	-80.0241271	40.4002348
2017-08-17T04:20:20Z	awGiEZOQ7ldhrzTbibpV2w	ZN-1qeftsovckJsP6TD2fQ	DorwzN-G8l0GQdkdEB6z0Q	1	0	1	1	Sadly, all the reviews here are accurate. The service at this location is slow and terrible even by McDonald's standards, and they almost always screw up my order. Also, it is supposed to be open 24 hours, but when I pulled into the drive-thru after midnight recently, I waited for five minutes and no one took my order. I recently watched the movie The Founder and could not stop thinking about how the McDonald brothers must be turning over in their graves. They prided themselves on excellent customer service and high quality food back when they started, two things that no longer exist at most McDonald's. It is sad, really.	McDonald's	5616 Memphis Ave	Cleveland	OH	44144	15	1	Food, Fast Food, Restaurants, Coffee & Tea, Burgers	-81.7250217497	41.4402200773
2013-11-16T02:30:13Z	ghovD5ZTGDQ5Q2U4ERddWw	_7-Duhr26w8t5dfr6PoYgQ	aFkSOEiN5xcECYP-2RSmDA	4	0	0	0	I used to think that only I could make cheeseburgers that were great.  This place actually makes them better than I do!  But don't go for the full size burgers, go for the small size.  They're more than enuf to eat for most people.  Good fries too and very cheerful and fun staff.   And I've never had a long wait here either.	Five Guys	3863 Medina Rd	Fairlawn	OH	44333	29	1	Restaurants, Burgers, American (New), Fast Food	-81.6397122	41.1365608
2016-09-08T13:14:54Z	CxvirkRLRYaspG6GKn73YQ	wgVFskjHjTAZ7oUmcjwtgg	bJY6wYFlymGo0C48GX8xxA	1	0	0	0	Absolutely awful. The staff are horrible, and they were extremely rude taking my order. I also ordered 3 hash browns and got only one in my bag. I will never come back to this location. There are quite a few other McDonald's in this area... I'd suggest going LITERALLY ANYWHERE else. Very disappointing.	McDonald's	22801 Emery Rd	Warrensville Heights	OH	44128	4	0	Burgers, Food, Restaurants, Coffee & Tea, Fast Food	-81.5187796	41.4352392
2016-07-28T13:31:20Z	7dnXdS-vLMqGogRmTUi76A	riZ1mEWoDizTEADF-vUQmg	X6obTNNnPGAtNcmN7ZRSxA	2	0	0	0	After not being allowed to eat or drink all night for a procedure. We stopped here to get me some breakfast and coffee. The egg mcmuffin was excepted but the coffee was undrinkable. I asked for 2 creams and 2 splendas. I usually add 1 and 1/4 of splenda. I never expected them to put it in for me. While I'm sure the ppl heading to work at 7....would appreciate this. I did not. I couldn't drink it and it was wasted.	McDonald's	199 W Garfield	Aurora	OH	44202	7	1	Burgers, Restaurants, Coffee & Tea, Fast Food, Food	-81.3523595	41.3168386
2016-04-01T20:22:37Z	trZ9PBGPUil8NEAoFdb1rQ	83wOJKgwI7wXfb0b_nI-ag	iegRLZO97Ug-P2XfV4zhZQ	1	0	0	1	"Paid for my Iced Tea with my 3 son's in the car, we where playing around with each other recording each other on snap chat. My son who is an adult was sitting in the passanger seat playing with his phone. When I proceeded to pull up to get my Iced tea, the same girl I paid was at the window and proceeded to open the window and verbally attack me, asking if I was done taking her photo and proceeded to speak to me in a very disrespectful manor. I told her nobody took her photo or anything, she continued to verbally attack me. I got upset and went into the store voiced my concern to the manager who treated me as if I where in the wrong because I was visably upset after being verbally attacked by one of the workers, which only further upset me. Who does that!? The managers attitude was as if she didn't care. I couldn't believe it!!! Then other ppl in line are telling me that it's common at this location, seriously!? 
I am completely appalled at the behavior of the staff, not only the girl who verbally attacked me, but the staff who thought it was funny while standing there laughing, talking amoungst themselves and talking  about an upset customer and then a manager who could care less. As I'm leaving the manager felt it was appropriate for her to have the last word but blurting out that the girl is only 16!
 I dont care how old she is!! We where all that age at some point and I'm damn sure that we knew not to treat a customer at our job like that, you wouldn't talk to your Momma like that what makes you think you can talk to me like that!?!  Unacceptable that any customer should have to be put in this situation. #heated #mcdonaldssucks #unprofessional #mcdonaldsisajoke"	McDonald's	10700 Brookpark Rd	Brooklyn	OH	44130	8	1	Fast Food, Food, Burgers, Restaurants, Coffee & Tea	-81.7589984742	41.4189079924
2012-01-08T13:43:56Z	awGiEZOQ7ldhrzTbibpV2w	tEHpezq2VI9--e6iyxfvpA	4g-HmCbvCqlbU_pfjD2FcQ	1	0	1	2	The worst Mcdonalds I've been in.  Make sure and check your order before you leave. Chances are its missing something.	McDonald's	5616 Memphis Ave	Cleveland	OH	44144	15	1	Food, Fast Food, Restaurants, Coffee & Tea, Burgers	-81.7250217497	41.4402200773
2013-10-31T00:49:35Z	CxvirkRLRYaspG6GKn73YQ	OLTjA0cPO1Wa6wSfXTcTGg	d4vqfqDzNFvYppXMPjJrow	1	3	1	1	"Service slow and not good at all ... 

Ok - here is where consistency was extremely lacking in this well known chain. 

Nothing was good - right from the phony looking decorations and fake plants to the managers attitude!

Before ordering - I asked if I could get a milkshake because it was early and was told yes - I proceeded to order my meal along with three other colleagues. The order was messed up as soon as the person taking the order realized she couldn't get me my milkshakes, which meant she had over charged our credit card. She had no idea what to do about that and had to get the manager who then acted like it was my fault and refunded the cash for one milkshake. However, there were two ordered and two charged so she had to then refund more cash - these milkshakes costs over three additional bucks over the normal price of the meal we ordered that included drinks - I know confusing. So after refunding the cash - I asked what I could get to drink and she said that would cost more - there was no drinks that would come with my meal???? So I just got a freaking glass of ice water!

The place was not clean - the service was P@## Poor and I would NEVER return to this location. The food was not hot, not packaged correctly and though they were not busy they certainly were flustered and unsure of themselves. There are other places to go - I encourage you to check them out and make this your last choice!"	McDonald's	22801 Emery Rd	Warrensville Heights	OH	44128	4	0	Burgers, Food, Restaurants, Coffee & Tea, Fast Food	-81.5187796	41.4352392
2017-05-03T00:21:54Z	2ySggR1WGE4A4cD03akTcQ	dishvJXE4qqTz63B8R6wGA	5zeMvHVg-e604_J86uZhTA	3	2	0	0	The food at this location is on point but what are they going to do about all the creepy men in the dining area openly watching pornography? Looking over to accidentally see man on man action doesn't help the McNuggets go down very well.	McDonald's	1069 N Court St	Medina	OH	44256	12	1	Food, Restaurants, Coffee & Tea, Burgers, Fast Food	-81.8630508287	41.1574713509
2010-12-04T03:43:15Z	ghovD5ZTGDQ5Q2U4ERddWw	sNCIvx41L9Wm8Nl8miGcNw	k7Ay-dLEdawBRITSZxJt2A	4	0	0	2	Immaculate burgers every time.  The meat is delicious, the fries are like no others, the service is fast and friendly, and you get to eat peanuts while you wait.  All the toppings you can think of can be put on your burger or dog for no extra charge and one order of fries satisfies 2-4 people.  They may not have a lot of variety, only making burgers and hot dogs, but they do it so well, you wouldn't ever care.	Five Guys	3863 Medina Rd	Fairlawn	OH	44333	29	1	Restaurants, Burgers, American (New), Fast Food	-81.6397122	41.1365608
2010-07-16T03:22:23Z	grZ6FnfZoj1pQWElAQve3g	qzwPLKLKtbjL3RSl-wJ1Kg	rCWrxuRC8_pfagpchtHp6A	2	3	4	5	"I dislike fast food for the most part. Every Burger King and McDonald's can go fall into a chasm for all I care. 

But I must say that Wendy's has pretty good burgers. The fact that they aren't frozen helps. I prefer the 1/2 Lb. Double Cheeseburger with everything, by the way. They also try to have an expansive menu that hits the target sometimes but also misses a bit.

My opinion on Frostys (Frosties?): They  are best after they've been in the freezer for a couple of hours and then eaten with a real spoon, not a plastic one. 

However, the service at every Wendy's seems to be seriously lacking. We've only ever gotten drive-thru at this location, and they always forget something or make an error. The staff also appears to be overstressed and overworked and surely underpaid. 

This is one reason why I favor living wage legislation: Higher wages=better service."	Wendy's	2410 W. Liberty	Pittsburgh	PA	15226	22	1	Fast Food, Restaurants, Burgers	-80.0241271	40.4002348
2014-08-02T16:03:07Z	2ySggR1WGE4A4cD03akTcQ	xlIyxmA46nT0l5EZc4LnrQ	83zQAHCvZGYgm8bjQoJ5wg	3	0	1	0	It is what it is, a McDonalds.  You get what you expect.  Inexpensive fast food.  They do have a value menu.  I do like the fries.  The do have a double lane for the drive-thou.	McDonald's	1069 N Court St	Medina	OH	44256	12	1	Food, Restaurants, Coffee & Tea, Burgers, Fast Food	-81.8630508287	41.1574713509
2018-09-29T22:32:48Z	ghovD5ZTGDQ5Q2U4ERddWw	Q3csh7lwXaJb7Qeo7rmiNw	cSCqSzcpWuEfw42anAlP3A	4	0	1	1	"Five guys has GREAT burgers. I like mine loaded. The fries are amazing. I have yet to understand why they don't have onion rings because they would be AMAZING! 

This location is in a terrible spot traffic wise so come early or late!"	Five Guys	3863 Medina Rd	Fairlawn	OH	44333	29	1	Restaurants, Burgers, American (New), Fast Food	-81.6397122	41.1365608
2013-11-02T12:46:22Z	awGiEZOQ7ldhrzTbibpV2w	ELMLVycv-nVBg0Bu8h85sQ	h_UsACrc8fcr3BCU1LBoCQ	1	0	1	2	This has to be the worst McDonalds on the planet. The drive thru has got to be the slowest drive thru in the world. I have never had an order there where I didn't have to pull forward and wait. And the number of times I've driven all the way home only to find out they put the wrong order in the bag this has been going on for years.	McDonald's	5616 Memphis Ave	Cleveland	OH	44144	15	1	Food, Fast Food, Restaurants, Coffee & Tea, Burgers	-81.7250217497	41.4402200773
2018-05-02T00:08:06Z	awGiEZOQ7ldhrzTbibpV2w	eNgVYCPXkRzR3boWz8VNTA	A-mTPqFolrCHum1YG7zbRQ	1	0	0	0	This is the worst Mcdonalds ever.  Every time you drive by the line in the drive thru is wrapped around the building.  I thought it being almost 7 pm the line wouldnt be so bad.  I placed my order at 7:02 and waited at the window for five minutes until the girl asked me to pull up.  Then another 12 minutes and nothing.  All the while the cars behind me were getting served.  I finally got out of my car and went inside.  A girl was coming around the counter with my food.  No apology for the wait.  The Mcdonald brothers would be appalled at the wait.  Not what they envisioned when they started Mcdonalds.  I think the staff needs to learn the meaning of fast food.  I wish I could give it zero stars.	McDonald's	5616 Memphis Ave	Cleveland	OH	44144	15	1	Food, Fast Food, Restaurants, Coffee & Tea, Burgers	-81.7250217497	41.4402200773
2016-10-19T10:31:33Z	awGiEZOQ7ldhrzTbibpV2w	j5DDKMtIkcCa0awlDZVOPQ	nflhf5vUsjjudRA4th-e-A	1	0	1	0	Its 630am and im waiting in line for what seems like an eternity for two breakfast sandwiches what's wrong with this place they just can't get it right	McDonald's	5616 Memphis Ave	Cleveland	OH	44144	15	1	Food, Fast Food, Restaurants, Coffee & Tea, Burgers	-81.7250217497	41.4402200773
2012-11-14T18:23:31Z	ghovD5ZTGDQ5Q2U4ERddWw	xIlfpv2z7B3_pQk41W-ToA	QCFcjh6m0WUH0j-VMS28Cg	4	0	0	0	Always crowded, but well worth it. I love their food - best burgers out there.	Five Guys	3863 Medina Rd	Fairlawn	OH	44333	29	1	Restaurants, Burgers, American (New), Fast Food	-81.6397122	41.1365608
2018-05-14T02:11:08Z	awGiEZOQ7ldhrzTbibpV2w	5NlxkMUYAEse1P-Utk0OfA	PcB_aZZR34CUKbFaGZEiIw	1	0	0	0	The longest wait I've ever seen I came into the drive-through at 9:39 it is now 10:10 and I'm still waiting on my food and they got it wrong this is the worst McDonald's I've ever been to in my entire life slowest line ever everybody inside this job needs to be fired in the manager is a smartass McDonald's as a corporation really need to check in this location because it's the worst location on the city's westside of Cleveland and they're super rude and somebody custom front of my two-and-a-half-year-old daughter and I don't appreciate that at all just needs to be taken care of so of Representatives you can get ahold of me trust me I think the last you've heard of me	McDonald's	5616 Memphis Ave	Cleveland	OH	44144	15	1	Food, Fast Food, Restaurants, Coffee & Tea, Burgers	-81.7250217497	41.4402200773
2016-09-24T07:46:04Z	awGiEZOQ7ldhrzTbibpV2w	jd-exeveUIIX5rgb-_cLvg	6HHCHTe7nbIwaWamTk_xPA	1	0	0	1	This place is horrible the bigger girl with the red hair is so rude. I waited an hour in the drive thru. This place should be shut down the way they run things. Never will I ever go back again the food was terrible cold and old	McDonald's	5616 Memphis Ave	Cleveland	OH	44144	15	1	Food, Fast Food, Restaurants, Coffee & Tea, Burgers	-81.7250217497	41.4402200773
2018-06-16T02:19:26Z	avgWQOnKiRAoJiG4RMDeiQ	Xee7cIuazuAJYtD14oZ3tA	g91u3NwkFEIoOtaYvgvaJw	2	0	0	0	"im not sure why your online site says open until 10pm but consistantly closed at 901pm on a friday night?  i would expect that with the costly remodel your ownership has bills to pay and should be open at least for the hours your web site says.   i think the evening manager closes whenever he or she thinks its "slow".    i noticed that mcdonalds up the street has done well with its later hours, as we have to go there when your store is closed at 9pm.

what gives?"	Burger King	810 North Main Street	Oregon	WI	53575	13	1	Burgers, Fast Food, Restaurants	-89.3829513	42.9384063
2015-09-13T04:51:38Z	awGiEZOQ7ldhrzTbibpV2w	iENNd1MtHnt3OlJiEpIbmg	ouI1xciHLEMSriQUK95nlQ	1	0	0	0	"Drive through was quick, didn't have to wait for our food very long. Everyone seemed polite and efficient. Checked my order before we left by making sure all items were present, as they were. 

Got home, unwrapped what should have been a sausage egg and cheese McGriddle, yet no egg or cheese was present. Opened the other sandwich I purchased to see if the same mistake was made on that one, and it was. In addition to not being the correct order as I had placed it a few distinguishable bites had been taken out of one. Not sure how that happened but it made me both laugh and feel somewhat grossed out at the same time. Spoke to a manager, brought the food back and they replaced it with my correct order. 

Mistakes happen, but not sure how the whole half eaten sandwich thing happened. Eh...."	McDonald's	5616 Memphis Ave	Cleveland	OH	44144	15	1	Food, Fast Food, Restaurants, Coffee & Tea, Burgers	-81.7250217497	41.4402200773
2018-06-01T17:35:46Z	grZ6FnfZoj1pQWElAQve3g	8Z--caMdcVHbyVAx0iuEDw	a0NgnJLcl8NBiU4Xj98wyg	2	0	0	0	Service at the counter was nice, but there are 2 employees taking up the WiFi counter watching employee training videos out loud without headphones and falling asleep, so that's not the greatest.	Wendy's	2410 W. Liberty	Pittsburgh	PA	15226	22	1	Fast Food, Restaurants, Burgers	-80.0241271	40.4002348
2013-05-16T01:53:59Z	bVE26iEtkEsAWZHMVyAPeQ	--dXc6WK3cACepjMtSqa_A	XTMm0nAf5Ds2W4tB0s0g-Q	3	1	0	1	"These burgers are good. If you are hammered it's a 5 star kind of place, sober a solid 3.5. The first time I had it I ordered the regular cheese burger. Tip for the ladies whose mouths and stomachs don't expand like a boa constrictor's... go ahead and order the little sized burgers. They are still plenty big to hate yourself for consuming so many calories, but not so big you feel like you can't eat for a week. 

Of course the biggest perk is the mass amount of free toppings you can add to your burger. It's hard to decide, and yes there are some wrong answers. So follow Coco Chanel's advice and take one thing off when after you think you are ready. (I always thought that bitch was talking about burgers)"	Five Guys	3100 Westgate	Fairview Park	OH	44116	27	1	Restaurants, Fast Food, American (New), Burgers	-81.850925	41.461215
2013-06-30T06:04:21Z	hCxM2MH3cDaqozUDpydXZg	CZM5UMba28T4FjRSqxRChA	jnKbGyupxcmJxyVL54n6Rw	3	0	0	0	I went through the drive-thru and they were pretty fast. No complaints. I got in and out in less then 5 minutes (which compared to some drive thrus in the area that is super fast).	McDonald's	6400 Middle Ridge Rd	Lorain	OH	44053	8	1	Burgers, Restaurants, Food, Fast Food, Coffee & Tea	-82.1653532982	41.4133504393
2014-08-31T18:00:25Z	CxvirkRLRYaspG6GKn73YQ	GLPrQ08PXDnFwDT-SW2h7Q	RlPOdoTgAU2odej2ihdhyA	1	1	1	1	Pulling up to the drive through and asking a question about a new sandwich prompted a rude and uneducated answer from the female cashier. After getting my question answered through a number of short responses I ordered the double bacon grilled chicken sandwich.. Which had no bacon on it. Ridiculous establishment. Management should pay closer attention to who they hire.	McDonald's	22801 Emery Rd	Warrensville Heights	OH	44128	4	0	Burgers, Food, Restaurants, Coffee & Tea, Fast Food	-81.5187796	41.4352392
2014-06-03T16:17:35Z	Uc2PqdAPWPMxe6_YHB4wHQ	3ChPlX3xCQxOPEGnjvTuSg	3ZVV6RJjRJ595MLgidVzNA	2	1	0	0	Please clean your floor properly.  It feels like Crisco under your feet.  Very dangerous.	Wendy's	1703 S. Braddock Ave	Swissvale	PA	15218	13	1	Restaurants, Fast Food, Burgers	-79.8883623271	40.42523807
2011-04-01T20:17:23Z	grZ6FnfZoj1pQWElAQve3g	IvxIu3KbNoiowijDPaqiVA	xeZtHLb1xNUhcKdDfkEWww	2	0	1	1	Can this place get an order correct the 1st time? I think not!	Wendy's	2410 W. Liberty	Pittsburgh	PA	15226	22	1	Fast Food, Restaurants, Burgers	-80.0241271	40.4002348
2016-07-09T04:03:26Z	awGiEZOQ7ldhrzTbibpV2w	oji4zykqykHeceU4aez7OQ	av7s9v8lDAFZWmV2lNyodA	1	0	0	0	Horrible customer service.  They never have ice cream so take it off he menu and system is always down.  Now they don't have frappes.  Someone needs to come fix up this location.  Go to the one on Ridge road in the plaza they r awesome	McDonald's	5616 Memphis Ave	Cleveland	OH	44144	15	1	Food, Fast Food, Restaurants, Coffee & Tea, Burgers	-81.7250217497	41.4402200773
2017-10-31T18:37:34Z	ghovD5ZTGDQ5Q2U4ERddWw	Ix0Xo5piikYKwXF3tdMGuQ	8gMVuT0OYJ7NJJ0jkyv2JA	4	0	0	0	"1st time eating at 5 guys, beats In&Out hands down. Quick service really clean, I got a cheeseburger with everything. Bun was soggy with all the stuff on it, just discarded it and ate the rest, used all the napkins! 

Fries were good and crisp and enough for two people, liked the free peanuts!"	Five Guys	3863 Medina Rd	Fairlawn	OH	44333	29	1	Restaurants, Burgers, American (New), Fast Food	-81.6397122	41.1365608
2013-10-16T18:01:21Z	bVE26iEtkEsAWZHMVyAPeQ	Kvs7SYuDWJPpK9FxpRy_VQ	QEpNF4Hag6_W9Stc-1Frvg	3	3	1	1	"While the East Coast vs West Coast rap battle of the 90's has since past, it still rages on for some when it comes to Five Guys vs In & Out.  To me, yes they have the exact same concept and similar menus, but there is no comparing the two.

Fair warning, if your allergic to peanuts, this is not a place for you. They cook in peanut oil. On the bright side, Five Guys is excellent for those who can only eat Gluten Free. The fries have a dedicated fryer, and you can get your burgers, shall say protein style. In & Out is better in their protein style because of the way they prep the lettuce. Five Guys has shreds of lettuce that they sort of make a burger sandwich. Usually if you add extras on, everything ends up falling out and you are left with a huge mess.

One of the biggest downsides to Five Guys in the calorie count. Ohio, you would think twice if you actually saw the calorie content next to the menu items.

Overall, the service was Friendly and quick. The place was clean and I really didn't have any complaints. Great place for a quick bite to eat, if you want to go on the lighter side, I would recommend the "little" options."	Five Guys	3100 Westgate	Fairview Park	OH	44116	27	1	Restaurants, Fast Food, American (New), Burgers	-81.850925	41.461215
2018-06-26T03:37:18Z	awGiEZOQ7ldhrzTbibpV2w	gtImqoqOTveNQDM-w0uQCg	yNGAsInQkQkg_M6tXPhqqA	1	0	0	0	every single review is correct this is the slowest mcdonald's ever most terrible customer service experience i've ever had i only come back bc it's so close to my house and it's always the worst decision. i never get more than two items and always have to wait 15+ minutes	McDonald's	5616 Memphis Ave	Cleveland	OH	44144	15	1	Food, Fast Food, Restaurants, Coffee & Tea, Burgers	-81.7250217497	41.4402200773
2017-07-25T19:03:13Z	j-cWaWDwmAeZZGSEERIcaQ	5tzwkagGKMXozli8siaxjg	jItSjRZzYoWJ7JXdtXyQ1g	3	0	0	0	I love This place..The business is just to slow in this area..But the food is always fresh and hot..Please have someone help them..	McDonald's	17638 Chillicothe Rd	Bainbridge	OH	44023	17	1	Food, Coffee & Tea, Restaurants, Fast Food, Burgers	-81.3400885463	41.389821204
2015-11-28T00:10:02Z	nwjIvTxJt2GpMoKzuKWIBQ	vFamNrD-rJBmROUpqEwQkw	4SpWrXLjcPSy5E-BWoJyqA	2	1	0	1	"I drive several states & 3-4 thousand miles a week. This is the second worse McDonalds and the number 1 winner is located in North Shore Pittsburgh where the window workers will sit and talk to there boyfriends while glaring back at you in the drive-thru.

They pull the one napkin trick, fries are usually shit IF already made, the people are nice enough looking and really not impolite but the store itself still sucks.

Perhaps its something wrong in the kitchen, or maybe its just a super cheap owner. However, if these people get a raise to $12/hr i'll kill myself!"	McDonald's	2518 W Liberty Rd	Pittsburgh	PA	15226	29	1	Burgers, Restaurants, Coffee & Tea, Fast Food, Food	-80.026439	40.3987796
