business_id	name	address	city	state	postal_code	stars	review_count	is_open	categories	longitude	latitude
awGiEZOQ7ldhrzTbibpV2w	McDonald's	5616 Memphis Ave	Cleveland	OH	44144	1	15	1	Food, Fast Food, Restaurants, Coffee & Tea, Burgers	-81.7250217497	41.4402200773
j-cWaWDwmAeZZGSEERIcaQ	McDonald's	17638 Chillicothe Rd	Bainbridge	OH	44023	3	17	1	Food, Coffee & Tea, Restaurants, Fast Food, Burgers	-81.3400885463	41.389821204
6VWmXeUDmMvVhb8zqWti-w	Wendy's	1125 Washington Pike	Bridgeville	PA	15017	2	12	1	Restaurants, Fast Food, Burgers	-80.104117	40.368031
2WVNZiLZQqzVZchyPpr7Wg	McDonald's	5301 Pearl Rd	Parma	OH	44129	1.5	6	1	Food, Coffee & Tea, Burgers, Fast Food, Restaurants	-81.7305906862	41.415929184
HfNgywD3im9Im5n7hG-9qA	McDonald's	State Hwy 19 And County Rd N	Sun Prairie	WI	53590	1	7	0	Restaurants, Fast Food, Burgers	-89.212639	43.1878022
R_RQyidw2F6bPb2NGbRxLw	Wendy's	3500 Washington Rd	Mcmurray	PA	15317	1.5	3	1	Burgers, Fast Food, Restaurants, Hot Dogs	-80.1207449	40.2849646
7vqsCTpH_QFomi0Q_URf2w	Wendy's	5025 Darrow Road	Stow	OH	44224	1	10	1	Fast Food, Restaurants, Burgers	-81.4397133	41.2017224
rn7oMLg6JJpDAJ_okzt67w	Burger King	PA Turnpike East Mile Post 493  2	Verona	PA	15147	2.5	6	1	Restaurants, Food, Burgers, Fast Food	-79.8139625	40.5209721
3_B0wzo2p5tVU8zGiRNMCg	McDonald's	430 Water St	Chardon	OH	44024	1.5	5	1	Restaurants, Burgers, Food, Fast Food, Coffee & Tea	-81.2117970688	41.5814429782
1g6pAWy0Zh-mPVG_XSspLQ	McDonald's	1300 W Pleasant Vly	Parma	OH	44134	2	16	1	Burgers, Food, Coffee & Tea, Fast Food, Restaurants	-81.6873491	41.3619918
quYlYKkiZ5qRLdu-_hew7g	Burger King	8459 Mayfield Rd	Chesterland	OH	44026	1.5	5	1	Burgers, Restaurants, Fast Food	-81.3396319	41.5215403
LOARujcfx-Ty_RUlcnYspg	Burger King	2655 East Washington Ave	Madison	WI	53704	1.5	33	1	Restaurants, Fast Food, Burgers	-89.3474943	43.1013284
zzbsLej_8KtTxGwJdOb09w	Wendy's	5855 Som Center	Willoughby	OH	44094	3.5	11	1	Restaurants, Fast Food, Burgers	-81.4353374967	41.6261541696
Dr9LOH9UVaWmPh1Gkh6VkQ	Five Guys	9180 Mentor Ave	Mentor	OH	44060	4.5	14	1	Burgers, Restaurants, Fast Food	-81.3117769	41.675962
kp_CMAIdAgzse2NYtYsJRw	Burger King	1575 South Water Street	Kent	OH	44240	2.5	3	1	Restaurants, Burgers, Fast Food	-81.35483	41.1372863
x_0Vf8AVBk_auLnNHRjoVA	McDonald's	134 W Steetsboro Rd	Hudson	OH	44236	2.5	14	1	Restaurants, Burgers, Coffee & Tea, Food, Fast Food	-81.4490237832	41.2397464017
_dGND4z03G9REQh_KvfLUw	McDonald's	107 Horizon Dr	Verona	WI	53719	2	12	1	Food, Restaurants, Coffee & Tea, Fast Food, Burgers	-89.5238475	42.993864
WhE9x893xLpGE4uwqxWRPw	McDonald's	2841 Bishop Rd	Willoughby Hills	OH	44092	2	8	1	Sandwiches, Burgers, Restaurants, Food, Coffee & Tea, Fast Food	-81.4792308211	41.5850272314
o10-_WmF3MF5uXwMWGg5VQ	Wendy's	4037 Mayfield Road	S.Euclid	OH	44121	1	25	1	Fast Food, Burgers, Restaurants	-81.5347328	41.5210219
aQKix0iMREiJsFGr7mH1mA	Wendy's	6296 Steubenville Pk	Pittsburgh	PA	15205	1	5	1	Fast Food, Restaurants, Burgers	-80.1534225986	40.4474531254
mBBsJUT6x-_Wr9qOy3TBxQ	McDonald's	2500 Denison Ave	Cleveland	OH	44109	3	5	1	Fast Food, Food, Coffee & Tea, Restaurants, Burgers	-81.7023557425	41.4510006035
USXA_daAmAkcEzHju4Hpqw	McDonald's	8380 Broadmoor Rd	Mentor	OH	44060	2.5	11	1	Coffee & Tea, Fast Food, Restaurants, Burgers, Food	-81.3757423049	41.6424638491
kE7_pIsUavOAQ9LSRcKCWg	Wendy's	113 Cavasina Drive	Canonsburg	PA	15317	1.5	9	1	Fast Food, Restaurants, Burgers	-80.1738737	40.2634088
Is-_AVNBzjTWwB6uq0c5GA	Five Guys	160 Millers Run Rd	Bridgeville	PA	15017	3.5	12	1	Fast Food, Restaurants, Burgers	-80.1205592	40.3580055
eCmLyXPKBxK7p_MKmBwT9Q	McDonald's	711 W Champaign	Rantoul	IL	61866	2	12	1	Coffee & Tea, Fast Food, Food, Burgers, Restaurants	-88.17262844	40.3078436
BX-JlaAowcQ5FpPsS4d9rg	Burger King	3299 Steelyard	Cleveland	OH	44109	1.5	15	1	Burgers, Restaurants, Hot Dogs, Fast Food	-81.6874242	41.4638351
jf_N8zWp30usaMLXdJs9Jg	Wendy's	802 W View Park Dr	Pittsburgh	PA	15229	1.5	20	0	Fast Food, Burgers, Restaurants	-80.0321249	40.517685
kEbdBwyqucFNNi0iCEmmPA	Wendy's	13246 Cedar Road	Cleveland Hts.	OH	44118	2	19	1	Restaurants, Burgers, Fast Food	-81.5634775	41.5010333
KKOmfySnxK96EtlgOU9Hjg	Wendy's	505 N Cunningham	Urbana	IL	61802	2	12	1	Restaurants, Fast Food, Burgers	-88.2051296	40.1172246
Sg3qj0mhSEYX4Co3fVHHwQ	McDonald's	4235 Walnut St	McKeesport	PA	15132	1.5	17	1	Coffee & Tea, Restaurants, Burgers, Fast Food, Food	-79.8357454687	40.3209610993
r1Y1wRqLu3gqpis-ccNBow	Wendy's	604 North Levitt	Amherst	OH	44001	2	10	1	Fast Food, Restaurants, Burgers	-82.2099763	41.4122754
k7vX7EO6a88gMxTAz5tiCw	McDonald's	4800 Larson Beach Rd	McFarland	WI	53558	2	12	1	Restaurants, Coffee & Tea, Burgers, Food, Fast Food	-89.299713	43.017724
pcQ0hmOHB_oqrG-Mn7ewYg	McDonald's	1810 Merriman Rd	Akron	OH	44313	1.5	14	1	Burgers, Fast Food, Food, Coffee & Tea, Restaurants, Hot Dogs	-81.5544623378	41.1348096129
mzGrMnuHJpPJEF7E4esGqw	Burger King	20333 Center Ridge Rd	Rocky River	OH	44116	1.5	7	1	Fast Food, Restaurants, Burgers	-81.8451898	41.4637221
UTodxk-Mjmvf_Zc7f5pdTw	McDonald's	3760 William Penn Hwy	Monroeville	PA	15146	1.5	19	1	Coffee & Tea, Restaurants, Burgers, Food, Fast Food	-79.7869004	40.4353762
E7TOyAtKL06CJp8SSM9WXg	Burger King	1901 Lincoln Hwy	North Versailles	PA	15137	2	11	0	Fast Food, Australian, Burgers, Restaurants	-79.7788754325	40.36786376
lRfteK8D_8pfoFTk4ZuOqw	Wendy's	4524 Browns Hill Rd.	Pittsburgh	PA	15217	1	36	1	Restaurants, Burgers, Fast Food	-79.925176	40.416731
T-_xEyoDPAKV-I6iQlbKWA	McDonald's	3050 Carnegie Ave	Cleveland	OH	44115	1.5	37	1	Fast Food, Coffee & Tea, Burgers, Restaurants, Food	-81.6654452	41.4996263054
XyNFUZW-uiu4pI4y700TJg	McDonald's	600 Pine Hollow Rd	McKees Rocks	PA	15136	1	5	1	Restaurants, Fast Food, Burgers, Coffee & Tea, Food	-80.0956963701	40.4739402725
2dTjaNEpiVeBAt6JLBQsOw	McDonald's	9439 Sr 14	Streetsboro	OH	44241	1.5	31	1	Fast Food, Coffee & Tea, Food, Burgers, Restaurants	-81.3539662957	41.2421101751
AnPzJ_xF7QxtrSvLTvWjGg	McDonald's	606 E Main St	Sun Prairie	WI	53590	2	11	1	Food, Fast Food, Burgers, Coffee & Tea, Restaurants	-89.2066910863	43.1814042532
969_545ulxR1n0kBR76FnQ	Burger King	3056 Graham Rd	Stow	OH	44224	3.5	3	1	Restaurants, Burgers, Fast Food	-81.4031475	41.1659893
cGwjmFa3tNmM9BUgLTKdYw	Five Guys	753 Howe Avenue And Clyde Ave	Cuyahoga Falls	OH	44221	4.5	21	1	Fast Food, American (New), Restaurants, Burgers	-81.4723351	41.1195816
V4NwBv9O6DWTl36ZKZrfpw	Wendy's	208 Rodi Road	Penn Hills	PA	15235	1.5	14	1	Restaurants, Burgers, Fast Food	-79.8243753225	40.4637665445
_4Tus-IHFA4ErdNg32yvBQ	Wendy's	29778 Detroit Road	Westlake	OH	44145	2	13	1	Restaurants, Fast Food, Burgers	-81.9505434	41.4643225
HqzT2TsomtpB_5BDjNtaBA	Wendy's	6899 Rockside Road	Independence	OH	44131	2.5	12	1	Fast Food, Restaurants, Burgers	-81.6423854706	41.3949424216
NHHDDrnQXabrbmrQuahbeg	Wendy's	6530 Pearl Road	Parma Hts.	OH	44130	2.5	9	1	Burgers, Restaurants, Fast Food	-81.7734260944	41.3849762659
wYcCWaqjikA6DnLFBthj_g	Burger King	6671 Pearl Rd	Parma Heights	OH	44130	2	9	1	Fast Food, Restaurants, Hot Dogs, Burgers	-81.781636	41.3813214
Co1cnSA3o3sSNdsGbItXSw	McDonald's	505 Lincoln Hwy	North Versailles	PA	15137	1.5	14	1	Burgers, Fast Food, Automotive, Restaurants, Convenience Stores, Gas Stations, Coffee & Tea, Food	-79.8240781072	40.3841117109
PIDtIPKa4Fmd6eMEi7B2jA	McDonald's	18070 Bagley Rd	Middleburg Heights	OH	44130	2.5	12	1	Fast Food, Food, Coffee & Tea, Restaurants, Burgers	-81.8271546684	41.3724450941
y5TdoIb0kddMn99Ahp206A	Burger King	2900 Brownsville Rd	Pittsburgh	PA	15227	3.5	10	1	Restaurants, Burgers, Fast Food	-79.976991	40.3823685
c6yZyJqvecI-vne3aNsNRA	McDonald's	14235 Puritas Rd	Cleveland	OH	44135	1.5	6	1	Burgers, Coffee & Tea, Fast Food, Food, Restaurants	-81.7934381962	41.4332214271
BLWR8UaDExMxx1z3fhu0Fg	Burger King	26270 Lorain Rd	North Olmsted	OH	44070	2.5	10	1	Fast Food, Hot Dogs, Restaurants, Burgers	-81.9133868	41.4198868
szNZuBmhRguqQH6aO3OS4A	McDonald's	2251 Century Dr	West Mifflin	PA	15122	2.5	3	0	Restaurants, Burgers, Fast Food, Coffee & Tea, Food	-79.949698	40.3443367
U_Hxyrx7yGDliv_TPa6i_A	McDonald's	1006 Purnell Dr	Mahomet	IL	61853	2	14	1	Coffee & Tea, Fast Food, Restaurants, Food, Burgers	-88.3682081	40.1854262
vdocaPsNLvbGJFF4ARzbzA	Burger King	1508 West River Rd	Elyria	OH	44035	1.5	5	1	Fast Food, Burgers, Hot Dogs, Restaurants	-82.1158076	41.3647506
ELlk3Vol0lPKzwHxp-MoAw	Burger King	4885 William Flynn Hwy	Allison Park	PA	15101	3.5	8	1	Fast Food, Restaurants, Burgers	-79.9478384	40.6019295
d0GmiP5cai20VZr0a_bNnQ	McDonald's	2090 Lebanon Church Rd	West Mifflin	PA	15122	2	11	1	Coffee & Tea, Restaurants, Burgers, Fast Food, Food	-79.9453047	40.3479004018
myyJxx7nvs-5_T-Uvc-kLw	Wendy's	1401 W. Green Street	Urbana	IL	61801	1.5	7	1	Burgers, Fast Food, Restaurants	-88.2302236969	40.1107993405
w-pXv6yfjkA0wi-yi3F8UQ	Burger King	31305 Vine Street	Willowick	OH	44095	3	6	1	Hot Dogs, Burgers, Restaurants, Fast Food	-81.4686055854	41.6428275041
ax8kuBZVtC0_eCn_rN_-6A	Burger King	1820 East Carson Street	Pittsburgh	PA	15203	2	45	1	Fast Food, Restaurants, Burgers	-79.9795539	40.4284472
I-D4qEtJJ4okSLrLKxMMRw	Burger King	2799 Freeport Rd	Pittsburgh	PA	15238	3.5	8	1	Fast Food, Restaurants, Burgers	-79.8331984636	40.5384317321
XV9KK1vTTzrYLYxQPMuM9Q	Wendy's	23050 Broadway	Oakwood Village	OH	44146	2.5	10	1	Fast Food, Burgers, Restaurants	-81.5138908441	41.3693203355
8RbNzNeaUh5e8PJOnp1e4Q	McDonald's	1029 N Main St	Oregon	WI	53575	1.5	25	1	Burgers, Coffee & Tea, Food, Restaurants, Fast Food	-89.3837457	42.9423148
TPcDS5qMbroEdTX_glnT4g	McDonald's	4618 E Royalton Rd	Broadview Heights	OH	44147	2.5	8	1	Restaurants, American (Traditional), Burgers, Coffee & Tea, Food, Fast Food	-81.653613000000000	41.31437
AiIJ-hhr954_LPp0CC4h-A	McDonald's	8308 Greenway Blvd	Middleton	WI	53562	2.5	26	1	Restaurants, Burgers, Fast Food, Food, Coffee & Tea	-89.5250666142	43.0905599286
miiptVrDH-qHT4wmI-Lk8g	Wendy's	633 S. Gammon Road	Madison	WI	53719	3	14	1	Fast Food, Burgers, Restaurants	-89.5024719	43.0510621
UobSPAAzgt7HKmWoepi31A	McDonald's	30100 Detroit Rd	Westlake	OH	44145	2	20	1	Fast Food, Restaurants, Food, Burgers, Coffee & Tea	-81.9539268315	41.4637571887
iJ0UcpdQ28WBpZ_QtASCaA	Burger King	14902 Puritas Ave	Cleveland	OH	44135	2.5	3	1	Restaurants, Burgers, Fast Food	-81.8003589	41.433957
RagiJXWUQTgV1scGNbWGtg	Wendy's	5219 Brecksville Rd	Richfield	OH	44286	1.5	12	1	Fast Food, Restaurants, Burgers	-81.6264363	41.2761778
h5ZeHDpJXHkB-Sqa5gKsQw	McDonald's	401 W Cottage Grv	Cottage Grove	WI	53527	1.5	11	1	Restaurants, Fast Food, Burgers, Food, Coffee & Tea	-89.2093236744	43.0872218905
Xoahafjr-Hz9zLrodYvDBA	Burger King	720 West Champaign Ave	Rantoul	IL	61866	2	19	1	Burgers, Restaurants, Fast Food, Hot Dogs	-88.1734807	40.3086346
W3LsG6pz_RM4DXhfX6NSgw	McDonald's	36390 Euclid Ave	Willoughby	OH	44094	1.5	9	1	Food, Restaurants, Burgers, Fast Food, Coffee & Tea	-81.428097859	41.6271793094
suIn6SJHBJaOVOOikpWNOg	Burger King	6251 Mayfield Rd	Mayfield Hts	OH	44124	1.5	18	1	Restaurants, Fast Food, Burgers	-81.4542728	41.5203993
oHvo9vcYoOC36pLkCFUQjw	Burger King	1900 Cooper Foster Rd	Lorain	OH	44053	1.5	3	1	Fast Food, Burgers, Restaurants	-82.2006669	41.418627
v2AAGuPuH2QGGwosWZw_qA	McDonald's	3709 Kinsman Blvd	Madison	WI	53704	2	4	1	Fast Food, Restaurants, Burgers, Food, Coffee & Tea	-89.3244300076	43.125315352
PxZBTBvhKcTQ0pXhCdy4Ng	Wendy's	8703 University Blvd.	Moon Twp	PA	15108	2.5	9	1	Restaurants, Burgers, Fast Food	-80.2226549	40.5060071
gOaveyoq1_-xeDEm4ea49g	Burger King	1106 West University Ave	Urbana	IL	61801	2.5	3	1	Restaurants, Fast Food, Burgers	-88.2231811	40.1166154
wCoAzScVWpL9bsDsyf1EIQ	McDonald's	601 N Cunningham	Urbana	IL	61801	2	10	1	Restaurants, Fast Food, Food, Burgers, Coffee & Tea	-88.2044307038	40.1182515363
ESIGmCLS5RgOLCWN7e8TFQ	McDonald's	1349 E Tallmadge Ave	Akron	OH	44310	1	8	1	Restaurants, Burgers, Fast Food, Coffee & Tea, Food	-81.4659614	41.102459
W6_HAvErr18PWOyIUCDdSA	Burger King	4625 Northfield Rd	Cleveland	OH	44128	2	3	1	Restaurants, Fast Food, Burgers	-81.5254166	41.4322189
jux9zFaGcIRjrMIBaVJsHQ	Burger King	719 W Badger Rd	Madison	WI	53713	3	10	1	Burgers, Food, Restaurants, Fast Food	-89.393016	43.038112
fKJK8Wrfhq9n6qNqWZ6J0Q	Burger King	3456 Mayfield Rd	Cleveland Heights	OH	44118	2	10	1	Restaurants, Fast Food, Burgers	-81.5495084	41.5159059
ztG_sG9ugajX9crrzh0UyA	McDonald's	7015 Detroit Ave	Cleveland	OH	44102	2	7	1	Restaurants, Burgers, Coffee & Tea, Fast Food, Food	-81.7337201536	41.4827838784
s8sAe29mA8q1eQwdC1qAKw	Wendy's	534 State St	Madison	WI	53703	2	10	0	Burgers, Fast Food, Restaurants	-89.394324	43.0751289
_tJ1mf_KEL4sx5fh9DTtTw	McDonald's	4020 Milwaukee St	Madison	WI	53704	1.5	24	1	Restaurants, Burgers, Food, Fast Food, Coffee & Tea	-89.3148384896	43.0989322847
znaF77z3hCOqpLNEPhi1yg	McDonald's	15629 Broadway Ave	Maple Heights	OH	44137	1.5	5	1	Food, Restaurants, Burgers, Fast Food, Coffee & Tea	-81.5720278807	41.4175082364
FuxoVLzUrVwJWImV3nghVg	McDonald's	8210 Euclid Ave	Cleveland	OH	44103	1	13	1	Fast Food, Burgers, Restaurants, Food, Coffee & Tea	-81.6300559498	41.5030905708
KSIGq7FtrwsJ5IBmyGEUKA	Burger King	15027 Detroit Ave	Lakewood	OH	44107	2	7	0	Burgers, Fast Food, Restaurants	-81.8015761	41.4847036
leG7stzwTdc37b8Ma1TEeA	McDonald's	82 Fort Couch Rd	Pittsburgh	PA	15241	1.5	17	1	Restaurants, Coffee & Tea, Food, Burgers, Fast Food	-80.0507712847	40.3381215356
Ci8mH1OTVhH-kl2Cq8-QNQ	Burger King	2379 Noblestown Rd	Pittsburgh	PA	15205	1.5	27	1	Restaurants, Burgers, Fast Food	-80.0562239	40.4264222
bUbKPCN1RQcykWHj6jZCig	Wendy's	1331 W. 117Th Street	Cleveland	OH	44107	1.5	19	1	Fast Food, Burgers, Sandwiches, Restaurants	-81.7684235	41.4855703
7TMcUzNqnUV5Bfwni800HQ	McDonald's	115 Logans Ferry Rd	Lower Burrell	PA	15068	2	6	1	Burgers, Restaurants, Hot Dogs, Coffee & Tea, Food, Fast Food	-79.7569294274	40.5518704511
S_KsGVQV_FwPLmoVHHdmFQ	McDonald's	15551 Kinsman Rd	Middlefield	OH	44062	2	3	1	Food, Fast Food, Restaurants, Coffee & Tea, Burgers	-81.0860775652	41.462353277
x9ABq0u2quurwRYlVDydVg	Five Guys	1000 Ross Park Mall Dr	Pittsburgh	PA	15237	3	7	1	American (New), Fast Food, Restaurants, Burgers	-80.0087509	40.5445585
qvQrZ6XHC4KOQEWyYkR_tQ	Five Guys	4184 Pearl Rd	Medina	OH	44256	3	8	1	Restaurants, Burgers, Fast Food	-81.8630291	41.1611767
ByNk-TOnPjoAKrk8NjCW9g	Wendy's	2280 Lebanon Church Rd	W.Mifflin	PA	15122	2.5	6	1	Burgers, Restaurants, Fast Food	-79.9428923	40.3484629
dFZ8hE_RZJeCuWnfY1oo4w	McDonald's	23 Southeast Ave	Tallmadge	OH	44278	2	10	1	Burgers, Fast Food, Hot Dogs, Coffee & Tea, Restaurants, Food	-81.4391004	41.100594
TTZeAqyG5L5JzoX6aMhfHA	Wendy's	126 Flight Memorial Drive	Fairlawn	OH	44333	1.5	9	1	Restaurants, Fast Food, Burgers	-81.6431377862	41.1341362521
uxm2CPgLbs98s9OGPu5gXg	Five Guys	17695 Bagley Rd	Middleburg Heights	OH	44130	4	24	1	American (New), Burgers, Restaurants, Fast Food	-81.8239072	41.3714793
beBdNA6cEuDLvrhTi_EjKQ	McDonald's	501 N Mattis	Champaign	IL	61821	1.5	15	1	Coffee & Tea, Restaurants, Fast Food, Food, Burgers	-88.2774235	40.1205718
NHersw9tR7dnmlZINOBi9Q	McDonald's	230 W Huron Rd	Cleveland	OH	44113	1	5	0	Burgers, Fast Food, Restaurants	-81.6936185	41.4969048
